	chromosome	db	type	start	stop	strand	gene_type	gene_name
3440	16	HAVANA	gene	29262829	29519817	+	lincRNA	SNX29P2
3441	16	HAVANA	gene	30234230	30346695	-	pseudogene	RP11-347C12.2
3442	16	HAVANA	gene	30968615	30996437	+	protein_coding	SETD1A
3444	16	HAVANA	gene	32368302	32375016	-	pseudogene	RP11-17M15.4
3445	16	HAVANA	gene	48200821	48281479	-	protein_coding	ABCC11
3447	16	HAVANA	gene	48657347	48778553	+	lincRNA	RP11-42I10.1
3449	16	HAVANA	gene	50080340	50100135	-	antisense	RP11-429P3.3
3451	16	HAVANA	gene	52039399	52112386	-	protein_coding	C16orf97
3453	16	HAVANA	gene	55423612	55540603	+	protein_coding	MMP2
3455	16	HAVANA	gene	55880066	55989943	-	protein_coding	CES5A
3457	16	HAVANA	gene	56395364	56459450	-	protein_coding	AMFR
3459	16	HAVANA	gene	56995762	57017757	+	protein_coding	CETP
3461	16	HAVANA	gene	57546090	57570511	-	protein_coding	CCDC102A
3463	16	HAVANA	gene	58231016	58251709	+	antisense	RP11-459F6.1
3465	16	HAVANA	gene	58767816	59142878	+	lincRNA	RP11-410D17.2
3467	16	HAVANA	gene	63348168	63651950	-	lincRNA	RP11-368L12.1
3469	16	HAVANA	gene	66400533	66438686	+	protein_coding	CDH5
3471	16	HAVANA	gene	66648653	66730610	-	protein_coding	CMTM4
3473	16	HAVANA	gene	67241042	67260951	-	protein_coding	LRRC29
3475	16	HAVANA	gene	67977377	68003504	-	protein_coding	SLC12A4
3477	16	HAVANA	gene	68392231	68482591	-	protein_coding	SMPD3
3479	16	HAVANA	gene	69354043	69373570	-	protein_coding	COG8
3481	16	HAVANA	gene	70190243	70207351	-	antisense	RP11-296I10.3
3482	16	HAVANA	gene	70721342	70835064	-	protein_coding	VAC14
3484	16	HAVANA	gene	71671738	71758604	-	protein_coding	PHLPP2
3486	16	HAVANA	gene	72078188	72128330	-	protein_coding	TXNL4B
3488	16	HAVANA	gene	74339100	74369244	-	antisense	AC009120.6
3490	16	HAVANA	gene	74705753	74734858	-	protein_coding	MLKL
3492	16	HAVANA	gene	75182390	75206134	+	protein_coding	ZFP1
3494	16	HAVANA	gene	75630879	75657198	-	protein_coding	ADAT1
3496	16	HAVANA	gene	77233294	77247112	+	protein_coding	SYCE1L
3497	16	HAVANA	gene	77235371	77283854	-	antisense	RP11-538I12.2
3500	16	HAVANA	gene	77624703	77644578	+	lincRNA	RP11-571O6.1
3502	16	HAVANA	gene	80188950	80597032	-	antisense	RP11-525K10.3
3504	16	HAVANA	gene	81009698	81053875	-	protein_coding	CMC2
3505	16	HAVANA	gene	81040103	81066719	+	protein_coding	CENPN
3508	16	HAVANA	gene	81772702	81991899	+	protein_coding	PLCG2
3510	16	HAVANA	gene	82660408	83830204	+	protein_coding	CDH13
3512	16	HAVANA	gene	84002237	84036381	+	protein_coding	NECAB2
3514	16	HAVANA	gene	84511681	84587639	-	protein_coding	TLDC1
3516	16	HAVANA	gene	85061375	85127836	+	protein_coding	KIAA0513
3518	16	HAVANA	gene	85723690	85784735	-	protein_coding	C16orf74
3520	16	HAVANA	gene	87336482	87367879	-	protein_coding	RP11-178L8.4
3521	16	HAVANA	gene	87360593	87425748	-	protein_coding	FBXO31
3524	16	HAVANA	gene	87635441	87731762	+	protein_coding	JPH3
3526	16	HAVANA	gene	88781751	88851619	-	protein_coding	PIEZO1
3528	16	HAVANA	gene	89747145	89762772	+	protein_coding	CDK10
3529	16	HAVANA	gene	89749028	89752977	-	protein_coding	RP11-368I7.4
3532	17	HAVANA	gene	647654	657239	-	protein_coding	GEMIN4
3533	17	HAVANA	gene	906758	1132315	-	protein_coding	ABR
3534	17	HAVANA	gene	2240792	2284352	+	protein_coding	SGSM2
3535	17	HAVANA	gene	2287354	2304412	-	protein_coding	MNT
3536	17	HAVANA	gene	2592680	2615957	-	protein_coding	CLUH
3537	17	HAVANA	gene	3566357	3599488	-	protein_coding	P2RX5-TAX1BP3
3538	17	HAVANA	gene	3714460	3749545	-	protein_coding	C17orf85
3539	17	HAVANA	gene	4736683	4801356	+	protein_coding	MINK1
3540	17	HAVANA	gene	5095379	5151364	+	antisense	RP11-333E1.1
3541	17	HAVANA	gene	6481468	6544247	-	protein_coding	KIAA0753
3543	17	HAVANA	gene	7093209	7123021	-	protein_coding	DLG4
3544	17	HAVANA	gene	8294022	8301144	-	protein_coding	RNF222
3545	17	HAVANA	gene	9153788	9479908	-	protein_coding	STX8
3546	17	HAVANA	gene	9813926	10101868	-	protein_coding	GAS7
3547	17	HAVANA	gene	10531843	10560626	-	protein_coding	MYH3
3548	17	HAVANA	gene	10602332	10633633	-	protein_coding	TMEM220
3549	17	HAVANA	gene	11880756	11900827	-	protein_coding	ZNF18
3550	17	HAVANA	gene	12895708	12921504	-	protein_coding	ELAC2
3551	17	HAVANA	gene	15133095	15168643	-	protein_coding	PMP22
3553	17	HAVANA	gene	15339338	15466875	-	protein_coding	TVP23C-CDRT4
3554	17	HAVANA	gene	15341205	15466909	-	protein_coding	TVP23C
3555	17	HAVANA	gene	15474805	15554967	-	protein_coding	RP11-385D13.1
3556	17	HAVANA	gene	15531274	15587625	-	protein_coding	TRIM16
3557	17	HAVANA	gene	15902694	15948329	+	protein_coding	TTC19
3558	17	HAVANA	gene	15932471	16121499	-	protein_coding	NCOR1
3559	17	HAVANA	gene	16318856	16340317	+	protein_coding	TRPV2
3560	17	HAVANA	gene	16592851	16707767	+	protein_coding	CCDC144A
3561	17	HAVANA	gene	16593575	16707767	+	protein_coding	RP11-219A15.1
3564	17	HAVANA	gene	16689803	16707769	+	pseudogene	USP32P1
3565	17	HAVANA	gene	16691371	16719854	+	processed_transcript	RP11-219A15.4
3566	17	HAVANA	gene	18231187	18266856	-	protein_coding	SHMT1
3567	17	HAVANA	gene	18923986	18950950	-	protein_coding	GRAP
3568	17	HAVANA	gene	19118928	19240028	+	protein_coding	EPN2
3569	17	HAVANA	gene	19658557	19659520	+	pseudogene	AC005722.4
3570	17	HAVANA	gene	20224477	20306870	+	pseudogene	CCDC144CP
3571	17	HAVANA	gene	25956824	25976586	+	protein_coding	LGALS9
3572	17	HAVANA	gene	26083792	26127525	-	protein_coding	NOS2
3573	17	HAVANA	gene	26655352	26662515	-	protein_coding	IFT20
3574	17	HAVANA	gene	26782770	26941215	-	protein_coding	RP11-192H23.4
3575	17	HAVANA	gene	26880401	26898890	-	protein_coding	PIGS
3576	17	HAVANA	gene	27887565	28034108	+	antisense	RP11-68I3.2
3577	17	HAVANA	gene	27893070	27900175	+	protein_coding	TP53I13
3579	17	HAVANA	gene	27916787	27941779	+	protein_coding	ANKRD13B
3580	17	HAVANA	gene	28256218	28435470	+	protein_coding	EFCAB5
3582	17	HAVANA	gene	28903482	28999807	+	processed_transcript	AC005562.1
3583	17	HAVANA	gene	29158988	29222887	+	protein_coding	ATAD5
3584	17	HAVANA	gene	29161343	29190046	-	antisense	CTD-2349P21.11
3585	17	HAVANA	gene	30813637	30818274	+	protein_coding	CDK5R1
3586	17	HAVANA	gene	31340105	32501983	-	protein_coding	ASIC2
3587	17	HAVANA	gene	32015822	32016193	+	lincRNA	RP11-118G23.1
3589	17	HAVANA	gene	33254878	33308097	-	protein_coding	CCT6B
3590	17	HAVANA	gene	33474836	33516364	+	protein_coding	UNC45B
3591	17	HAVANA	gene	34443570	34504870	+	antisense	CTB-91J4.1
3592	17	HAVANA	gene	34493061	34503996	-	protein_coding	TBC1D3B
3593	17	HAVANA	gene	34581086	34808061	-	protein_coding	TBC1D3H
3594	17	HAVANA	gene	34745936	34808104	-	protein_coding	TBC1D3G
3595	17	HAVANA	gene	36452989	36479101	+	protein_coding	MRPL45
3596	17	HAVANA	gene	38465444	38513094	+	protein_coding	RARA
3597	17	HAVANA	gene	39775692	39943183	-	protein_coding	JUP
3598	17	HAVANA	gene	41843489	41856356	-	protein_coding	DUSP3
3599	17	HAVANA	gene	41952725	41987068	-	protein_coding	MPP2
3600	17	HAVANA	gene	43186335	43210721	-	protein_coding	PLCD3
3601	17	HAVANA	gene	43268298	43299589	-	antisense	CTD-2020K17.1
3602	17	HAVANA	gene	43578685	43627701	-	pseudogene	LRRC37A4P
3603	17	HAVANA	gene	43580626	43612076	+	antisense	RP11-798G7.5
3604	17	HAVANA	gene	44352150	44439130	-	protein_coding	ARL17B
3605	17	HAVANA	gene	44370099	44415160	+	protein_coding	LRRC37A
3606	17	HAVANA	gene	44668035	44834830	+	protein_coding	NSF
3607	17	HAVANA	gene	45681226	45726786	-	antisense	RP11-580I16.2
3608	17	HAVANA	gene	45884738	45899200	-	protein_coding	OSBPL7
3609	17	HAVANA	gene	46952222	46986345	-	pseudogene	RP11-463M16.4
3611	17	HAVANA	gene	49230920	49249108	+	protein_coding	NME1-NME2
3612	17	HAVANA	gene	49230951	49249105	+	protein_coding	NME2
3613	17	HAVANA	gene	49337889	49375297	+	protein_coding	UTP18
3614	17	HAVANA	gene	53029263	53046146	-	protein_coding	COX11
3616	17	HAVANA	gene	54869274	54916134	-	protein_coding	C17orf67
3617	17	HAVANA	gene	55849307	55912110	-	lincRNA	RP11-60A24.3
3618	17	HAVANA	gene	55916842	55927417	-	protein_coding	MRPS23
3619	17	HAVANA	gene	56282803	56296966	-	protein_coding	MKS1
3620	17	HAVANA	gene	56497528	56565745	-	protein_coding	HSF5
3622	17	HAVANA	gene	57187312	57232630	-	protein_coding	SKA2
3623	17	HAVANA	gene	57274927	57292587	+	protein_coding	CTD-2510F5.6
3624	17	HAVANA	gene	57642886	57685706	+	protein_coding	DHX40
3625	17	HAVANA	gene	57784553	57919616	+	protein_coding	VMP1
3626	17	HAVANA	gene	58156670	58166056	+	lincRNA	CTD-2319I12.2
3627	17	HAVANA	gene	58160927	58169246	-	processed_transcript	CTD-2319I12.1
3630	17	HAVANA	gene	58677544	58741849	+	protein_coding	PPM1D
3631	17	HAVANA	gene	58754814	59470199	+	protein_coding	BCAS3
3632	17	HAVANA	gene	59470817	59488916	-	antisense	RP11-332H18.4
3633	17	HAVANA	gene	59477257	59486827	+	protein_coding	TBX2
3634	17	HAVANA	gene	60501228	60527454	+	protein_coding	METTL2A
3635	17	HAVANA	gene	62745781	62778117	-	processed_transcript	hsa-mir-6080
3636	17	HAVANA	gene	63631656	64188202	-	protein_coding	CEP112
3638	17	HAVANA	gene	64961026	65029514	+	protein_coding	CACNG4
3639	17	HAVANA	gene	65713949	65740647	+	protein_coding	NOL11
3640	17	HAVANA	gene	66409764	66521090	+	processed_transcript	RP11-120M18.2
3641	17	HAVANA	gene	67240452	67323385	-	protein_coding	ABCA5
3643	17	HAVANA	gene	70319264	70636611	-	lincRNA	LINC00511
3645	17	HAVANA	gene	71203492	71232892	-	protein_coding	FAM104A
3646	17	HAVANA	gene	71330523	71640228	-	protein_coding	SDK2
3647	17	HAVANA	gene	72206119	72209481	-	antisense	CTD-2514K5.2
3648	17	HAVANA	gene	72209653	72258155	+	protein_coding	TTYH2
3649	17	HAVANA	gene	72766686	72772506	-	protein_coding	NAT9
3650	17	HAVANA	gene	72946838	72969261	-	protein_coding	HID1
3651	17	HAVANA	gene	72966799	72971823	+	antisense	RP11-309N17.4
3652	17	HAVANA	gene	73841780	73852588	-	protein_coding	WBP2
3653	17	HAVANA	gene	74385532	74449288	-	protein_coding	UBE2O
3654	17	HAVANA	gene	74722912	74730018	+	protein_coding	METTL23
3655	17	HAVANA	gene	75276651	75496678	+	protein_coding	SEPT9
3656	17	HAVANA	gene	76244574	76250497	-	pseudogene	THA1P
3657	17	HAVANA	gene	76670130	76778379	-	protein_coding	CYTH1
3658	17	HAVANA	gene	77085427	77613550	-	protein_coding	RBFOX3
3659	17	HAVANA	gene	77704681	77716021	+	protein_coding	ENPP7
3660	17	HAVANA	gene	78325628	78388968	-	antisense	CTD-2047H16.4
3662	17	HAVANA	gene	79650356	79670168	+	protein_coding	HGS
3663	17	HAVANA	gene	79668354	79670330	-	antisense	RP13-1032I1.7
3664	18	HAVANA	gene	47225	73545	-	protein_coding	RP11-683L23.1
3665	18	HAVANA	gene	596988	650334	+	protein_coding	CLUL1
3666	18	HAVANA	gene	641320	658340	-	protein_coding	C18orf56
3669	18	HAVANA	gene	2537524	2571508	-	protein_coding	METTL4
3670	18	HAVANA	gene	2571510	2616634	+	protein_coding	NDC80
3671	18	HAVANA	gene	3247479	3256234	+	protein_coding	MYL12A
3673	18	HAVANA	gene	3496030	4455335	-	protein_coding	DLGAP1
3675	18	HAVANA	gene	5081181	5095814	+	lincRNA	RP11-92G19.2
3677	18	HAVANA	gene	6511415	6590652	+	protein_coding	RP11-865B13.1
3679	18	HAVANA	gene	8609443	8639379	+	protein_coding	RAB12
3680	18	HAVANA	gene	9475007	9538114	+	protein_coding	RALBP1
3682	18	HAVANA	gene	9913999	9960018	+	protein_coding	VAPA
3684	18	HAVANA	gene	10525902	10552758	+	protein_coding	NAPG
3685	18	HAVANA	gene	11609544	11610687	+	pseudogene	RP11-677O4.3
3686	18	HAVANA	gene	12991361	13125051	+	protein_coding	CEP192
3688	18	HAVANA	gene	14057456	14132489	-	protein_coding	ZNF519
3690	18	HAVANA	gene	18526867	18691812	-	protein_coding	ROCK1
3691	18	HAVANA	gene	20279444	20513727	-	antisense	RP11-739L10.1
3692	18	HAVANA	gene	20303454	20487684	-	antisense	RP11-370A5.1
3695	18	HAVANA	gene	21032787	21066567	+	protein_coding	RIOK3
3697	18	HAVANA	gene	21742008	21977844	-	protein_coding	OSBPL1A
3699	18	HAVANA	gene	23805900	23971649	+	protein_coding	TAF4B
3700	18	HAVANA	gene	28534786	28560883	-	lincRNA	RP11-25I11.1
3702	18	HAVANA	gene	29078006	29128971	+	protein_coding	DSG2
3704	18	HAVANA	gene	29671818	29711524	+	protein_coding	RNF138
3705	18	HAVANA	gene	29704840	30050447	-	protein_coding	GAREM
3708	18	HAVANA	gene	30252634	30353025	-	protein_coding	KLHL14
3709	18	HAVANA	gene	30517366	31021065	-	protein_coding	CCDC178
3711	18	HAVANA	gene	31158579	31331156	+	protein_coding	ASXL3
3712	18	HAVANA	gene	32073254	32471808	+	protein_coding	DTNA
3713	18	HAVANA	gene	32556892	32723434	+	protein_coding	MAPRE2
3714	18	HAVANA	gene	33564350	33647539	-	protein_coding	RPRD1A
3716	18	HAVANA	gene	34359987	34409158	-	protein_coding	TPGS2
3717	18	HAVANA	gene	34409069	34812135	+	protein_coding	KIAA1328
3718	18	HAVANA	gene	39535171	39667794	+	protein_coding	PIK3C3
3720	18	HAVANA	gene	42792960	43263072	+	protein_coding	SLC14A2
3722	18	HAVANA	gene	43684298	43708299	+	protein_coding	HAUS1
3724	18	HAVANA	gene	44497455	44627658	+	protein_coding	KATNAL2
3726	18	HAVANA	gene	46570039	46987717	-	protein_coding	DYM
3728	18	HAVANA	gene	49866542	51057784	+	protein_coding	DCC
3730	18	HAVANA	gene	51679079	51751158	-	protein_coding	MBD2
3731	18	HAVANA	gene	54318574	54698828	+	protein_coding	WDR7
3733	18	HAVANA	gene	55267888	55289445	-	protein_coding	NARS
3735	18	HAVANA	gene	56148479	56296189	-	protein_coding	ALPK2
3737	18	HAVANA	gene	56887400	56898006	+	protein_coding	GRP
3738	18	HAVANA	gene	57567180	57571538	+	protein_coding	PMAIP1
3739	18	HAVANA	gene	58279006	58321856	+	pseudogene	RP11-325K19.2
3740	18	HAVANA	gene	59000815	59223006	+	protein_coding	CDH20
3742	18	HAVANA	gene	59710800	59854351	-	protein_coding	PIGN
3744	18	HAVANA	gene	61143994	61172318	+	protein_coding	SERPINB5
3746	18	HAVANA	gene	61637159	61672278	+	protein_coding	SERPINB8
3748	18	HAVANA	gene	63417488	63548638	+	protein_coding	CDH7
3749	18	HAVANA	gene	64168320	64271375	-	protein_coding	CDH19
3751	18	HAVANA	gene	66382446	66722426	+	protein_coding	CCDC102B
3753	18	HAVANA	gene	71740588	71815100	-	protein_coding	FBXO15
3754	18	HAVANA	gene	72201675	72254448	+	protein_coding	CNDP1
3756	18	HAVANA	gene	74069644	74207146	-	protein_coding	ZNF516
3758	18	HAVANA	gene	74506688	74534251	-	protein_coding	RP11-162A12.2
3760	19	HAVANA	gene	867962	893218	-	protein_coding	MED16
3762	19	HAVANA	gene	1248552	1259142	+	protein_coding	MIDN
3764	19	HAVANA	gene	3630181	3700477	-	protein_coding	PIP5K1C
3766	19	HAVANA	gene	3958451	3971121	-	protein_coding	DAPK3
3768	19	HAVANA	gene	4444996	4457819	-	protein_coding	UBXN6
3770	19	HAVANA	gene	5158506	5340814	-	protein_coding	PTPRS
3772	19	HAVANA	gene	5674958	5691887	+	protein_coding	RPL36
3774	19	HAVANA	gene	7933605	7939326	-	protein_coding	CTD-3193O13.9
3776	19	HAVANA	gene	8645126	8675620	-	protein_coding	ADAMTS10
3778	19	HAVANA	gene	9251056	9274100	+	protein_coding	ZNF317
3780	19	HAVANA	gene	10362944	10395784	-	antisense	CTD-2369P2.5
3781	19	HAVANA	gene	10527449	10580305	+	protein_coding	PDE4A
3783	19	HAVANA	gene	10828755	10944164	+	protein_coding	DNM2
3785	19	HAVANA	gene	11309971	11373157	-	protein_coding	DOCK6
3787	19	HAVANA	gene	11562141	11591861	-	protein_coding	ELAVL3
3788	19	HAVANA	gene	11577055	11616513	-	protein_coding	CTC-398G3.6
3791	19	HAVANA	gene	12242932	12267546	-	protein_coding	ZNF625-ZNF20
3792	19	HAVANA	gene	12251032	12267546	-	protein_coding	ZNF625
3795	19	HAVANA	gene	13056669	13064456	+	protein_coding	RAD23A
3797	19	HAVANA	gene	13972877	13991571	+	protein_coding	NANOS3
3799	19	HAVANA	gene	14202500	14228896	-	protein_coding	PRKACA
3801	19	HAVANA	gene	14543865	14582679	+	protein_coding	PKN1
3803	19	HAVANA	gene	15532319	15560762	-	protein_coding	WIZ
3805	19	HAVANA	gene	16771938	16800840	+	protein_coding	TMEM38A
3807	19	HAVANA	gene	17359985	17393595	-	protein_coding	USHBP1
3808	19	HAVANA	gene	17378159	17392058	+	protein_coding	BABAM1
3809	19	HAVANA	gene	17378227	17393775	+	protein_coding	CTD-2278I10.6
3813	19	HAVANA	gene	18529674	18545372	+	protein_coding	SSBP4
3815	19	HAVANA	gene	19734477	19739739	-	protein_coding	LPAR2
3817	19	HAVANA	gene	21324827	21373034	+	protein_coding	ZNF431
3819	19	HAVANA	gene	30719197	31204445	+	protein_coding	ZNF536
3821	19	HAVANA	gene	33699570	33716756	-	protein_coding	SLC7A10
3823	19	HAVANA	gene	34971874	34997258	+	protein_coding	WTIP
3825	19	HAVANA	gene	35279486	35323773	-	lincRNA	CTC-523E23.4
3827	19	HAVANA	gene	35485688	35517375	+	protein_coding	GRAMD1A
3828	19	HAVANA	gene	35505865	35516239	-	antisense	CTD-2527I21.14
3831	19	HAVANA	gene	35739233	35758867	+	protein_coding	LSR
3833	19	HAVANA	gene	37341263	37403931	+	protein_coding	ZNF345
3835	19	HAVANA	gene	37742814	37756437	+	lincRNA	AC012309.5
3837	19	HAVANA	gene	38375463	38397317	-	protein_coding	WDR87
3839	19	HAVANA	gene	38865176	38874464	+	protein_coding	PSMD8
3841	19	HAVANA	gene	39481354	39523425	-	protein_coding	FBXO27
3843	19	HAVANA	gene	39903225	39919054	+	protein_coding	PLEKHG2
3845	19	HAVANA	gene	41856758	41930906	+	protein_coding	CTC-435M10.3
3846	19	HAVANA	gene	41856816	41889988	+	protein_coding	TMEM91
3847	19	HAVANA	gene	41860326	41870078	-	protein_coding	B9D2
3851	19	HAVANA	gene	42106090	42112339	+	pseudogene	CEACAMP3
3853	19	HAVANA	gene	42901280	43156507	+	antisense	LIPE-AS1
3854	19	HAVANA	gene	42905659	42931578	-	protein_coding	LIPE
3857	19	HAVANA	gene	45349432	45392485	+	protein_coding	PVRL2
3858	19	HAVANA	gene	45385284	45394133	-	antisense	CTB-129P6.4
3861	19	HAVANA	gene	45582546	45808541	+	protein_coding	MARK4
3862	19	HAVANA	gene	45666186	45681495	-	protein_coding	TRAPPC6A
3865	19	HAVANA	gene	45853095	45874176	-	protein_coding	ERCC2
3867	19	HAVANA	gene	46213887	46234162	-	protein_coding	FBXO46
3869	19	HAVANA	gene	47177532	47220384	-	protein_coding	PRKD2
3871	19	HAVANA	gene	47931274	47975425	-	protein_coding	SLC8A2
3873	19	HAVANA	gene	48867652	48879633	+	protein_coding	SYNGR4
3875	19	HAVANA	gene	49104067	49118111	-	protein_coding	FAM83E
3877	19	HAVANA	gene	49538831	49552006	-	protein_coding	CGB1
3878	19	HAVANA	gene	49547141	49548568	+	protein_coding	CGB5
3881	19	HAVANA	gene	50094900	50129696	+	protein_coding	PRR12
3883	19	HAVANA	gene	50380682	50392005	+	protein_coding	TBC1D17
3885	19	HAVANA	gene	50815194	50836772	-	protein_coding	KCNC3
3887	19	HAVANA	gene	53935227	53961515	+	processed_transcript	ZNF761
3889	19	HAVANA	gene	54663846	54676944	-	protein_coding	TMC4
3891	19	HAVANA	gene	55583388	55599291	+	protein_coding	EPS8L1
3893	19	HAVANA	gene	56186592	56221224	+	protein_coding	EPN1
3895	19	HAVANA	gene	56732681	56879752	-	protein_coding	ZSCAN5A
3896	19	HAVANA	gene	56865862	56879422	-	lincRNA	AC006116.21
3899	20	HAVANA	gene	1422807	1454487	-	protein_coding	NSFL1C
3900	20	HAVANA	gene	1451386	1472233	-	protein_coding	SIRPB2
3903	20	HAVANA	gene	3648612	3662893	-	protein_coding	ADAM33
3904	20	HAVANA	gene	5451853	5455828	+	lincRNA	RP5-828H9.1
3906	20	HAVANA	gene	6055492	6104191	-	protein_coding	FERMT1
3908	20	HAVANA	gene	8112824	8949003	+	protein_coding	PLCB1
3910	20	HAVANA	gene	9049410	9461889	+	protein_coding	PLCB4
3912	20	HAVANA	gene	10381657	10414870	-	protein_coding	MKKS
3914	20	HAVANA	gene	13976015	16033842	+	protein_coding	MACROD2
3916	20	HAVANA	gene	17206752	17465223	+	protein_coding	PCSK2
3918	20	HAVANA	gene	17937623	18039832	-	protein_coding	OVOL2
3919	20	HAVANA	gene	18568537	18744561	+	protein_coding	DTD1
3920	20	HAVANA	gene	19997760	20014299	+	protein_coding	NAA20
3922	20	HAVANA	gene	20370196	20693131	-	protein_coding	RALGAPA2
3923	20	HAVANA	gene	23327578	23332123	-	antisense	RP3-322G13.7
3924	20	ENSEMBL	gene	23330015	23334066	-	protein_coding	AL096677.1
3925	20	HAVANA	gene	23331373	23335414	+	protein_coding	NXT1
3929	20	HAVANA	gene	23608534	23619110	-	protein_coding	CST3
3931	20	HAVANA	gene	25388363	25433264	+	protein_coding	GINS1
3933	20	HAVANA	gene	31219428	31261743	-	lincRNA	C20orf203
3934	20	HAVANA	gene	31407699	31438211	+	protein_coding	MAPRE1
3935	20	HAVANA	gene	33284722	33413452	-	protein_coding	NCOA6
3936	20	HAVANA	gene	34042985	34099804	+	protein_coding	CEP250
3937	20	HAVANA	gene	34220262	34262466	-	protein_coding	RP1-309K20.6
3938	20	HAVANA	gene	34255977	34287281	-	protein_coding	NFS1
3939	20	HAVANA	gene	34359896	34538303	+	protein_coding	PHF20
3941	20	HAVANA	gene	34679426	34820721	+	protein_coding	EPB41L1
3943	20	HAVANA	gene	35518632	35580246	-	protein_coding	SAMHD1
3944	20	HAVANA	gene	35879489	35890238	-	protein_coding	GHRH
3945	20	HAVANA	gene	37590942	37668366	+	protein_coding	DHX35
3946	20	HAVANA	gene	37606354	37607065	-	pseudogene	NPM1P19
3947	20	HAVANA	gene	42086568	42092245	+	protein_coding	SRSF6
3949	20	HAVANA	gene	42839600	42854667	+	lincRNA	OSER1-AS1
3950	20	HAVANA	gene	43922085	43937169	-	protein_coding	MATN4
3952	20	HAVANA	gene	44994688	45061704	-	protein_coding	ELMO2
3953	20	HAVANA	gene	45042867	45087915	-	pseudogene	ZNF663P
3954	20	HAVANA	gene	45523263	45817492	+	protein_coding	EYA2
3956	20	HAVANA	gene	46285092	46415360	-	protein_coding	SULF2
3958	20	HAVANA	gene	47240790	47444420	-	protein_coding	PREX1
3960	20	HAVANA	gene	47854483	47894963	-	protein_coding	ZNFX1
3961	20	HAVANA	gene	48552948	48570429	+	protein_coding	RNF114
3963	20	HAVANA	gene	49551404	49575092	-	protein_coding	DPM1
3964	20	HAVANA	gene	50213053	50385173	-	protein_coding	ATP9A
3966	20	HAVANA	gene	50668202	50820847	-	protein_coding	ZFP64
3968	20	HAVANA	gene	52553316	52687304	-	protein_coding	BCAS1
3969	20	HAVANA	gene	55043647	55093943	+	protein_coding	RTFDC1
3970	20	HAVANA	gene	55959216	55968118	-	antisense	RP4-800J21.3
3971	20	HAVANA	gene	55966463	55984389	+	protein_coding	RBM38
3974	20	HAVANA	gene	56806188	56884495	-	protein_coding	PPP4R1L
3976	20	HAVANA	gene	57414773	57486247	+	protein_coding	GNAS
3977	20	HAVANA	gene	57438583	57463864	-	processed_transcript	RP1-309F20.3
3980	20	HAVANA	gene	58438618	58508710	-	protein_coding	SYCP2
3982	20	HAVANA	gene	60718822	60757540	+	protein_coding	SS18L1
3983	20	HAVANA	gene	62887094	62926855	+	protein_coding	PCMTD2
3984	21	HAVANA	gene	17102344	17252377	+	protein_coding	USP25
3985	21	HAVANA	gene	19273580	19639690	+	protein_coding	CHODL
3987	21	HAVANA	gene	29094698	29123552	+	lincRNA	LINC00113
3988	21	HAVANA	gene	30300466	30365270	-	protein_coding	LTN1
3989	21	HAVANA	gene	30396950	30426809	+	protein_coding	USP16
3990	21	HAVANA	gene	33031935	33041244	+	protein_coding	SOD1
3992	21	HAVANA	gene	34931848	34961014	-	protein_coding	DONSON
3993	21	HAVANA	gene	34956993	35284635	-	protein_coding	AP000304.12
3995	21	HAVANA	gene	35014706	35272165	+	protein_coding	ITSN1
3997	21	HAVANA	gene	35275757	35288284	-	protein_coding	ATP5O
3998	21	HAVANA	gene	35747779	35780164	+	protein_coding	SMIM11
4000	21	HAVANA	gene	37504065	37528615	-	processed_transcript	CBR3-AS1
4001	21	HAVANA	gene	37507210	37518864	+	protein_coding	CBR3
4004	21	HAVANA	gene	37692487	37758446	+	protein_coding	MORC3
4005	21	HAVANA	gene	37757676	37791313	+	protein_coding	CHAF1B
4006	21	HAVANA	gene	38123189	38362536	-	protein_coding	HLCS
4008	21	HAVANA	gene	39751949	40033704	-	protein_coding	ERG
4010	21	HAVANA	gene	40556102	40693485	-	protein_coding	BRWD1
4011	21	HAVANA	gene	40817781	40887433	+	protein_coding	SH3BGR
4012	21	HAVANA	gene	41382926	42219065	-	protein_coding	DSCAM
4014	21	HAVANA	gene	42513427	42520060	-	antisense	LINC00323
4015	21	HAVANA	gene	43916118	44001550	+	protein_coding	SLC37A1
4017	21	HAVANA	gene	45209394	45225174	+	protein_coding	RRP1
4018	21	HAVANA	gene	46359925	46396904	+	protein_coding	FAM207A
4019	21	HAVANA	gene	46825052	46933634	+	protein_coding	COL18A1
4020	22	HAVANA	gene	18043139	18073760	+	protein_coding	SLC25A18
4021	22	HAVANA	gene	18270415	18507325	-	protein_coding	MICAL3
4022	22	HAVANA	gene	18632666	18660164	+	protein_coding	USP18
4023	22	HAVANA	gene	20099389	20104915	-	protein_coding	TRMT2A
4024	22	HAVANA	gene	20692438	20716938	+	protein_coding	FAM230A
4025	22	HAVANA	gene	20704868	20745048	-	protein_coding	USP41
4026	22	HAVANA	gene	21457305	21476574	+	pseudogene	BCRP2
4027	22	HAVANA	gene	21468896	21478740	-	lincRNA	KB-1592A4.15
4028	22	HAVANA	gene	21771693	21805752	+	protein_coding	HIC2
4029	22	HAVANA	gene	24204375	24237410	+	protein_coding	AP000350.10
4030	22	HAVANA	gene	24951471	25005947	+	protein_coding	SNRPD3
4031	22	HAVANA	gene	24979718	25024972	+	protein_coding	GGT1
